Index,prompt_idx,system_prompt_idx,temperature,frequency_penalty
291,3,-1,1.0,0.0
292,3,-1,1.0,0.0
293,3,-1,1.0,0.0
294,3,-1,1.0,0.0
295,3,-1,1.0,0.0
296,3,-1,1.0,0.0
297,3,-1,1.0,0.0
298,3,-1,1.0,0.0
299,3,-1,1.0,0.0
300,4,-1,1.0,0.0
301,4,-1,1.0,0.0
302,4,-1,1.0,0.0
303,4,-1,1.0,0.0
304,4,-1,1.0,0.0
305,4,-1,1.0,0.0
306,4,-1,1.0,0.0
307,4,-1,1.0,0.0
308,4,-1,1.0,0.0
309,4,-1,1.0,0.0
310,4,-1,1.0,0.0
311,4,-1,1.0,0.0
312,4,-1,1.0,0.0
313,4,-1,1.0,0.0
314,4,-1,1.0,0.0
315,4,-1,1.0,0.0
316,4,-1,1.0,0.0
317,4,-1,1.0,0.0
318,4,-1,1.0,0.0
319,4,-1,1.0,0.0
320,4,-1,1.0,0.0
321,4,-1,1.0,0.0
322,4,-1,1.0,0.0
323,4,-1,1.0,0.0
324,4,-1,1.0,0.0
325,4,-1,1.0,0.0
326,4,-1,1.0,0.0
327,4,-1,1.0,0.0
328,4,-1,1.0,0.0
329,4,-1,1.0,0.0
330,4,-1,1.0,0.0
331,4,-1,1.0,0.0
332,4,-1,1.0,0.0
333,4,-1,1.0,0.0
334,4,-1,1.0,0.0
335,4,-1,1.0,0.0
336,4,-1,1.0,0.0
337,4,-1,1.0,0.0
338,4,-1,1.0,0.0
339,4,-1,1.0,0.0
340,4,-1,1.0,0.0
341,4,-1,1.0,0.0
342,4,-1,1.0,0.0
343,4,-1,1.0,0.0
344,4,-1,1.0,0.0
345,4,-1,1.0,0.0
346,4,-1,1.0,0.0
347,4,-1,1.0,0.0
348,4,-1,1.0,0.0
349,4,-1,1.0,0.0
350,4,-1,1.0,0.0
351,4,-1,1.0,0.0
352,4,-1,1.0,0.0
353,4,-1,1.0,0.0
354,4,-1,1.0,0.0
355,4,-1,1.0,0.0
356,4,-1,1.0,0.0
357,4,-1,1.0,0.0
358,4,-1,1.0,0.0
359,4,-1,1.0,0.0
360,4,-1,1.0,0.0
361,4,-1,1.0,0.0
362,4,-1,1.0,0.0
363,4,-1,1.0,0.0
364,4,-1,1.0,0.0
365,4,-1,1.0,0.0
366,4,-1,1.0,0.0
367,4,-1,1.0,0.0
368,4,-1,1.0,0.0
369,4,-1,1.0,0.0
370,4,-1,1.0,0.0
371,4,-1,1.0,0.0
372,4,-1,1.0,0.0
373,4,-1,1.0,0.0
374,4,-1,1.0,0.0
375,4,-1,1.0,0.0
376,4,-1,1.0,0.0
377,4,-1,1.0,0.0
378,4,-1,1.0,0.0
379,4,-1,1.0,0.0
380,4,-1,1.0,0.0
381,4,-1,1.0,0.0
382,4,-1,1.0,0.0
383,4,-1,1.0,0.0
384,4,-1,1.0,0.0
385,4,-1,1.0,0.0
386,4,-1,1.0,0.0
387,4,-1,1.0,0.0
388,4,-1,1.0,0.0
389,4,-1,1.0,0.0
390,4,-1,1.0,0.0
391,4,-1,1.0,0.0
392,4,-1,1.0,0.0
393,4,-1,1.0,0.0
394,4,-1,1.0,0.0
395,4,-1,1.0,0.0
396,4,-1,1.0,0.0
397,4,-1,1.0,0.0
398,4,-1,1.0,0.0
399,4,-1,1.0,0.0
400,4,-1,1.0,0.0
401,4,-1,1.0,0.0
402,4,-1,1.0,0.0
403,4,-1,1.0,0.0
404,4,-1,1.0,0.0
405,4,-1,1.0,0.0
406,4,-1,1.0,0.0
407,4,-1,1.0,0.0
408,4,-1,1.0,0.0
409,4,-1,1.0,0.0
410,4,-1,1.0,0.0
411,4,-1,1.0,0.0
412,4,-1,1.0,0.0
413,4,-1,1.0,0.0
414,4,-1,1.0,0.0
415,4,-1,1.0,0.0
416,4,-1,1.0,0.0
417,4,-1,1.0,0.0
418,4,-1,1.0,0.0
419,4,-1,1.0,0.0
420,4,-1,1.0,0.0
421,4,-1,1.0,0.0
422,4,-1,1.0,0.0
423,4,-1,1.0,0.0
424,4,-1,1.0,0.0
425,4,-1,1.0,0.0
426,4,-1,1.0,0.0
427,4,-1,1.0,0.0
428,4,-1,1.0,0.0
429,4,-1,1.0,0.0
430,4,-1,1.0,0.0
431,4,-1,1.0,0.0
432,4,-1,1.0,0.0
433,4,-1,1.0,0.0
434,4,-1,1.0,0.0
435,4,-1,1.0,0.0
436,4,-1,1.0,0.0
437,4,-1,1.0,0.0
438,4,-1,1.0,0.0
439,4,-1,1.0,0.0
440,4,-1,1.0,0.0
441,4,-1,1.0,0.0
442,4,-1,1.0,0.0
443,4,-1,1.0,0.0
444,4,-1,1.0,0.0
445,4,-1,1.0,0.0
446,4,-1,1.0,0.0
447,4,-1,1.0,0.0
448,4,-1,1.0,0.0
449,4,-1,1.0,0.0
450,5,-1,1.0,0.0
451,5,-1,1.0,0.0
452,5,-1,1.0,0.0
453,5,-1,1.0,0.0
454,5,-1,1.0,0.0
455,5,-1,1.0,0.0
456,5,-1,1.0,0.0
457,5,-1,1.0,0.0
458,5,-1,1.0,0.0
459,5,-1,1.0,0.0
460,5,-1,1.0,0.0
461,5,-1,1.0,0.0
462,5,-1,1.0,0.0
463,5,-1,1.0,0.0
464,5,-1,1.0,0.0
465,5,-1,1.0,0.0
466,5,-1,1.0,0.0
467,5,-1,1.0,0.0
468,5,-1,1.0,0.0
469,5,-1,1.0,0.0
470,5,-1,1.0,0.0
471,5,-1,1.0,0.0
472,5,-1,1.0,0.0
473,5,-1,1.0,0.0
474,5,-1,1.0,0.0
475,5,-1,1.0,0.0
476,5,-1,1.0,0.0
477,5,-1,1.0,0.0
478,5,-1,1.0,0.0
479,5,-1,1.0,0.0
480,5,-1,1.0,0.0
481,5,-1,1.0,0.0
482,5,-1,1.0,0.0
483,5,-1,1.0,0.0
484,5,-1,1.0,0.0
485,5,-1,1.0,0.0
486,5,-1,1.0,0.0
487,5,-1,1.0,0.0
488,5,-1,1.0,0.0
489,5,-1,1.0,0.0
490,5,-1,1.0,0.0
491,5,-1,1.0,0.0
492,5,-1,1.0,0.0
493,5,-1,1.0,0.0
494,5,-1,1.0,0.0
495,5,-1,1.0,0.0
496,5,-1,1.0,0.0
497,5,-1,1.0,0.0
498,5,-1,1.0,0.0
499,5,-1,1.0,0.0
500,5,-1,1.0,0.0
501,5,-1,1.0,0.0
502,5,-1,1.0,0.0
503,5,-1,1.0,0.0
504,5,-1,1.0,0.0
505,5,-1,1.0,0.0
506,5,-1,1.0,0.0
507,5,-1,1.0,0.0
508,5,-1,1.0,0.0
509,5,-1,1.0,0.0
510,5,-1,1.0,0.0
511,5,-1,1.0,0.0
512,5,-1,1.0,0.0
513,5,-1,1.0,0.0
514,5,-1,1.0,0.0
515,5,-1,1.0,0.0
516,5,-1,1.0,0.0
517,5,-1,1.0,0.0
518,5,-1,1.0,0.0
519,5,-1,1.0,0.0
520,5,-1,1.0,0.0
521,5,-1,1.0,0.0
522,5,-1,1.0,0.0
523,5,-1,1.0,0.0
524,5,-1,1.0,0.0
525,5,-1,1.0,0.0
526,5,-1,1.0,0.0
527,5,-1,1.0,0.0
528,5,-1,1.0,0.0
529,5,-1,1.0,0.0
530,5,-1,1.0,0.0
531,5,-1,1.0,0.0
532,5,-1,1.0,0.0
533,5,-1,1.0,0.0
534,5,-1,1.0,0.0
535,5,-1,1.0,0.0
536,5,-1,1.0,0.0
537,5,-1,1.0,0.0
538,5,-1,1.0,0.0
539,5,-1,1.0,0.0
540,5,-1,1.0,0.0
541,5,-1,1.0,0.0
542,5,-1,1.0,0.0
543,5,-1,1.0,0.0
544,5,-1,1.0,0.0
545,5,-1,1.0,0.0
546,5,-1,1.0,0.0
547,5,-1,1.0,0.0
548,5,-1,1.0,0.0
549,5,-1,1.0,0.0
550,5,-1,1.0,0.0
551,5,-1,1.0,0.0
552,5,-1,1.0,0.0
553,5,-1,1.0,0.0
554,5,-1,1.0,0.0
555,5,-1,1.0,0.0
556,5,-1,1.0,0.0
557,5,-1,1.0,0.0
558,5,-1,1.0,0.0
559,5,-1,1.0,0.0
560,5,-1,1.0,0.0
561,5,-1,1.0,0.0
562,5,-1,1.0,0.0
563,5,-1,1.0,0.0
564,5,-1,1.0,0.0
565,5,-1,1.0,0.0
566,5,-1,1.0,0.0
567,5,-1,1.0,0.0
568,5,-1,1.0,0.0
569,5,-1,1.0,0.0
570,5,-1,1.0,0.0
571,5,-1,1.0,0.0
572,5,-1,1.0,0.0
573,5,-1,1.0,0.0
574,5,-1,1.0,0.0
575,5,-1,1.0,0.0
576,5,-1,1.0,0.0
577,5,-1,1.0,0.0
578,5,-1,1.0,0.0
579,5,-1,1.0,0.0
580,5,-1,1.0,0.0
581,5,-1,1.0,0.0
582,5,-1,1.0,0.0
583,5,-1,1.0,0.0
584,5,-1,1.0,0.0
585,5,-1,1.0,0.0
586,5,-1,1.0,0.0
587,5,-1,1.0,0.0
588,5,-1,1.0,0.0
589,5,-1,1.0,0.0
590,5,-1,1.0,0.0
591,5,-1,1.0,0.0
592,5,-1,1.0,0.0
593,5,-1,1.0,0.0
594,5,-1,1.0,0.0
595,5,-1,1.0,0.0
596,5,-1,1.0,0.0
597,5,-1,1.0,0.0
598,5,-1,1.0,0.0
599,5,-1,1.0,0.0
600,6,-1,1.0,0.0
601,6,-1,1.0,0.0
602,6,-1,1.0,0.0
603,6,-1,1.0,0.0
604,6,-1,1.0,0.0
605,6,-1,1.0,0.0
606,6,-1,1.0,0.0
607,6,-1,1.0,0.0
608,6,-1,1.0,0.0
609,6,-1,1.0,0.0
610,6,-1,1.0,0.0
611,6,-1,1.0,0.0
612,6,-1,1.0,0.0
613,6,-1,1.0,0.0
614,6,-1,1.0,0.0
615,6,-1,1.0,0.0
616,6,-1,1.0,0.0
617,6,-1,1.0,0.0
618,6,-1,1.0,0.0
619,6,-1,1.0,0.0
620,6,-1,1.0,0.0
621,6,-1,1.0,0.0
622,6,-1,1.0,0.0
623,6,-1,1.0,0.0
624,6,-1,1.0,0.0
625,6,-1,1.0,0.0
626,6,-1,1.0,0.0
627,6,-1,1.0,0.0
628,6,-1,1.0,0.0
629,6,-1,1.0,0.0
630,6,-1,1.0,0.0
631,6,-1,1.0,0.0
632,6,-1,1.0,0.0
633,6,-1,1.0,0.0
634,6,-1,1.0,0.0
635,6,-1,1.0,0.0
636,6,-1,1.0,0.0
637,6,-1,1.0,0.0
638,6,-1,1.0,0.0
639,6,-1,1.0,0.0
640,6,-1,1.0,0.0
641,6,-1,1.0,0.0
642,6,-1,1.0,0.0
643,6,-1,1.0,0.0
644,6,-1,1.0,0.0
645,6,-1,1.0,0.0
646,6,-1,1.0,0.0
647,6,-1,1.0,0.0
648,6,-1,1.0,0.0
649,6,-1,1.0,0.0
650,6,-1,1.0,0.0
651,6,-1,1.0,0.0
652,6,-1,1.0,0.0
653,6,-1,1.0,0.0
654,6,-1,1.0,0.0
655,6,-1,1.0,0.0
656,6,-1,1.0,0.0
657,6,-1,1.0,0.0
658,6,-1,1.0,0.0
659,6,-1,1.0,0.0
660,6,-1,1.0,0.0
661,6,-1,1.0,0.0
662,6,-1,1.0,0.0
663,6,-1,1.0,0.0
664,6,-1,1.0,0.0
665,6,-1,1.0,0.0
666,6,-1,1.0,0.0
667,6,-1,1.0,0.0
668,6,-1,1.0,0.0
669,6,-1,1.0,0.0
670,6,-1,1.0,0.0
671,6,-1,1.0,0.0
672,6,-1,1.0,0.0
673,6,-1,1.0,0.0
674,6,-1,1.0,0.0
675,6,-1,1.0,0.0
676,6,-1,1.0,0.0
677,6,-1,1.0,0.0
678,6,-1,1.0,0.0
679,6,-1,1.0,0.0
680,6,-1,1.0,0.0
681,6,-1,1.0,0.0
682,6,-1,1.0,0.0
683,6,-1,1.0,0.0
684,6,-1,1.0,0.0
685,6,-1,1.0,0.0
686,6,-1,1.0,0.0
687,6,-1,1.0,0.0
688,6,-1,1.0,0.0
689,6,-1,1.0,0.0
690,6,-1,1.0,0.0
691,6,-1,1.0,0.0
692,6,-1,1.0,0.0
693,6,-1,1.0,0.0
694,6,-1,1.0,0.0
695,6,-1,1.0,0.0
696,6,-1,1.0,0.0
697,6,-1,1.0,0.0
698,6,-1,1.0,0.0
699,6,-1,1.0,0.0
700,6,-1,1.0,0.0
701,6,-1,1.0,0.0
702,6,-1,1.0,0.0
703,6,-1,1.0,0.0
704,6,-1,1.0,0.0
705,6,-1,1.0,0.0
706,6,-1,1.0,0.0
707,6,-1,1.0,0.0
708,6,-1,1.0,0.0
709,6,-1,1.0,0.0
710,6,-1,1.0,0.0
711,6,-1,1.0,0.0
712,6,-1,1.0,0.0
713,6,-1,1.0,0.0
714,6,-1,1.0,0.0
715,6,-1,1.0,0.0
716,6,-1,1.0,0.0
717,6,-1,1.0,0.0
718,6,-1,1.0,0.0
719,6,-1,1.0,0.0
720,6,-1,1.0,0.0
721,6,-1,1.0,0.0
722,6,-1,1.0,0.0
723,6,-1,1.0,0.0
724,6,-1,1.0,0.0
725,6,-1,1.0,0.0
726,6,-1,1.0,0.0
727,6,-1,1.0,0.0
728,6,-1,1.0,0.0
729,6,-1,1.0,0.0
730,6,-1,1.0,0.0
731,6,-1,1.0,0.0
732,6,-1,1.0,0.0
733,6,-1,1.0,0.0
734,6,-1,1.0,0.0
735,6,-1,1.0,0.0
736,6,-1,1.0,0.0
737,6,-1,1.0,0.0
738,6,-1,1.0,0.0
739,6,-1,1.0,0.0
740,6,-1,1.0,0.0
741,6,-1,1.0,0.0
742,6,-1,1.0,0.0
743,6,-1,1.0,0.0
744,6,-1,1.0,0.0
745,6,-1,1.0,0.0
746,6,-1,1.0,0.0
747,6,-1,1.0,0.0
748,6,-1,1.0,0.0
749,6,-1,1.0,0.0
750,7,-1,1.0,0.0
751,7,-1,1.0,0.0
752,7,-1,1.0,0.0
753,7,-1,1.0,0.0
754,7,-1,1.0,0.0
755,7,-1,1.0,0.0
756,7,-1,1.0,0.0
757,7,-1,1.0,0.0
758,7,-1,1.0,0.0
759,7,-1,1.0,0.0
760,7,-1,1.0,0.0
761,7,-1,1.0,0.0
762,7,-1,1.0,0.0
763,7,-1,1.0,0.0
764,7,-1,1.0,0.0
765,7,-1,1.0,0.0
766,7,-1,1.0,0.0
767,7,-1,1.0,0.0
768,7,-1,1.0,0.0
769,7,-1,1.0,0.0
770,7,-1,1.0,0.0
771,7,-1,1.0,0.0
772,7,-1,1.0,0.0
773,7,-1,1.0,0.0
774,7,-1,1.0,0.0
775,7,-1,1.0,0.0
776,7,-1,1.0,0.0
777,7,-1,1.0,0.0
778,7,-1,1.0,0.0
779,7,-1,1.0,0.0
780,7,-1,1.0,0.0
781,7,-1,1.0,0.0
782,7,-1,1.0,0.0
783,7,-1,1.0,0.0
784,7,-1,1.0,0.0
785,7,-1,1.0,0.0
786,7,-1,1.0,0.0
787,7,-1,1.0,0.0
788,7,-1,1.0,0.0
789,7,-1,1.0,0.0
790,7,-1,1.0,0.0
791,7,-1,1.0,0.0
792,7,-1,1.0,0.0
793,7,-1,1.0,0.0
794,7,-1,1.0,0.0
795,7,-1,1.0,0.0
796,7,-1,1.0,0.0
797,7,-1,1.0,0.0
798,7,-1,1.0,0.0
799,7,-1,1.0,0.0
800,7,-1,1.0,0.0
801,7,-1,1.0,0.0
802,7,-1,1.0,0.0
803,7,-1,1.0,0.0
804,7,-1,1.0,0.0
805,7,-1,1.0,0.0
806,7,-1,1.0,0.0
807,7,-1,1.0,0.0
808,7,-1,1.0,0.0
809,7,-1,1.0,0.0
810,7,-1,1.0,0.0
811,7,-1,1.0,0.0
812,7,-1,1.0,0.0
813,7,-1,1.0,0.0
814,7,-1,1.0,0.0
815,7,-1,1.0,0.0
816,7,-1,1.0,0.0
817,7,-1,1.0,0.0
818,7,-1,1.0,0.0
819,7,-1,1.0,0.0
820,7,-1,1.0,0.0
821,7,-1,1.0,0.0
822,7,-1,1.0,0.0
823,7,-1,1.0,0.0
824,7,-1,1.0,0.0
825,7,-1,1.0,0.0
826,7,-1,1.0,0.0
827,7,-1,1.0,0.0
828,7,-1,1.0,0.0
829,7,-1,1.0,0.0
830,7,-1,1.0,0.0
831,7,-1,1.0,0.0
832,7,-1,1.0,0.0
833,7,-1,1.0,0.0
834,7,-1,1.0,0.0
835,7,-1,1.0,0.0
836,7,-1,1.0,0.0
837,7,-1,1.0,0.0
838,7,-1,1.0,0.0
839,7,-1,1.0,0.0
840,7,-1,1.0,0.0
841,7,-1,1.0,0.0
842,7,-1,1.0,0.0
843,7,-1,1.0,0.0
844,7,-1,1.0,0.0
845,7,-1,1.0,0.0
846,7,-1,1.0,0.0
847,7,-1,1.0,0.0
848,7,-1,1.0,0.0
849,7,-1,1.0,0.0
850,7,-1,1.0,0.0
851,7,-1,1.0,0.0
852,7,-1,1.0,0.0
853,7,-1,1.0,0.0
854,7,-1,1.0,0.0
855,7,-1,1.0,0.0
856,7,-1,1.0,0.0
857,7,-1,1.0,0.0
858,7,-1,1.0,0.0
859,7,-1,1.0,0.0
860,7,-1,1.0,0.0
861,7,-1,1.0,0.0
862,7,-1,1.0,0.0
863,7,-1,1.0,0.0
864,7,-1,1.0,0.0
865,7,-1,1.0,0.0
866,7,-1,1.0,0.0
867,7,-1,1.0,0.0
868,7,-1,1.0,0.0
869,7,-1,1.0,0.0
870,7,-1,1.0,0.0
871,7,-1,1.0,0.0
872,7,-1,1.0,0.0
873,7,-1,1.0,0.0
874,7,-1,1.0,0.0
875,7,-1,1.0,0.0
876,7,-1,1.0,0.0
877,7,-1,1.0,0.0
878,7,-1,1.0,0.0
879,7,-1,1.0,0.0
880,7,-1,1.0,0.0
881,7,-1,1.0,0.0
882,7,-1,1.0,0.0
883,7,-1,1.0,0.0
884,7,-1,1.0,0.0
885,7,-1,1.0,0.0
886,7,-1,1.0,0.0
887,7,-1,1.0,0.0
888,7,-1,1.0,0.0
889,7,-1,1.0,0.0
890,7,-1,1.0,0.0
891,7,-1,1.0,0.0
892,7,-1,1.0,0.0
893,7,-1,1.0,0.0
894,7,-1,1.0,0.0
895,7,-1,1.0,0.0
896,7,-1,1.0,0.0
897,7,-1,1.0,0.0
898,7,-1,1.0,0.0
899,7,-1,1.0,0.0
900,8,-1,1.0,0.0
901,8,-1,1.0,0.0
902,8,-1,1.0,0.0
903,8,-1,1.0,0.0
904,8,-1,1.0,0.0
905,8,-1,1.0,0.0
906,8,-1,1.0,0.0
907,8,-1,1.0,0.0
908,8,-1,1.0,0.0
909,8,-1,1.0,0.0
910,8,-1,1.0,0.0
911,8,-1,1.0,0.0
912,8,-1,1.0,0.0
913,8,-1,1.0,0.0
914,8,-1,1.0,0.0
915,8,-1,1.0,0.0
916,8,-1,1.0,0.0
917,8,-1,1.0,0.0
918,8,-1,1.0,0.0
919,8,-1,1.0,0.0
920,8,-1,1.0,0.0
921,8,-1,1.0,0.0
922,8,-1,1.0,0.0
923,8,-1,1.0,0.0
924,8,-1,1.0,0.0
925,8,-1,1.0,0.0
926,8,-1,1.0,0.0
927,8,-1,1.0,0.0
928,8,-1,1.0,0.0
